COD_PROC_URG|CPCU_CENTRO_CODIGO|CPCU_ACTIVO
40.51|002083|0
40.52|002083|0
40.53|002083|0
40.54|002083|0
40.59|002083|0
40.6|002083|0
40.61|002083|0
40.62|002083|0
40.63|002083|0
40.64|002083|0
40.69|002083|0
40.9|002083|0
41|002083|0
41.0|002083|0
41.00|002083|0
41.01|002083|0
41.02|002083|0
41.03|002083|0
41.06|002083|0
41.09|002083|0
41.1|002083|0
41.2|002083|0
41.3|002083|0
41.31|002083|0
41.32|002083|0
41.33|002083|0
41.38|002083|0
41.39|002083|0
41.4|002083|0
41.41|002083|0
41.42|002083|0
41.43|002083|0
41.5|002083|0
41.9|002083|0
41.91|002083|0
41.92|002083|0
41.93|002083|0
41.94|002083|0
41.95|002083|0
41.98|002083|0
41.99|002083|0
42|002083|0
42.0|002083|0
42.01|002083|0
42.09|002083|0
42.1|002083|0
42.10|002083|0
42.11|002083|0
42.12|002083|0
42.19|002083|0
42.2|002083|0
42.21|002083|0
42.22|002083|0
42.23|002083|0
42.24|002083|0
42.25|002083|0
42.29|002083|0
42.3|002083|0
42.31|002083|0
42.32|002083|0
42.33|002083|0
42.39|002083|0
42.4|002083|0
42.40|002083|0
42.41|002083|0
42.42|002083|0
42.5|002083|0
42.51|002083|0
42.52|002083|0
42.53|002083|0
42.54|002083|0
42.55|002083|0
42.56|002083|0
42.58|002083|0
42.59|002083|0
42.6|002083|0
42.61|002083|0
42.62|002083|0
42.63|002083|0
42.64|002083|0
42.65|002083|0
42.66|002083|0
42.68|002083|0
42.69|002083|0
